instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month_name,day_name,is_weekend,is_peak_hour,season_label,weather_label,demand_category
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,9,January,Sunday,1,0,Spring,Clear,Low
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,9,January,Sunday,1,0,Spring,Clear,Low
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,9,January,Sunday,1,0,Spring,Clear,Low
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,9,January,Sunday,1,0,Spring,Clear,Low
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,9,January,Sunday,1,1,Spring,Clear,Low
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,9,January,Sunday,1,1,Spring,Clear,Low
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,9,January,Sunday,1,1,Spring,Clear,Low
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,9,January,Sunday,1,0,Spring,Clear,Medium
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,9,January,Sunday,1,0,Spring,Clear,Medium
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,9,January,Sunday,1,0,Spring,Clear,Medium
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,9,January,Sunday,1,0,Spring,Clear,Medium
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,9,January,Sunday,1,0,Spring,Clear,Medium
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,9,January,Sunday,1,0,Spring,Clear,Medium
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,9,January,Sunday,1,0,Spring,Clear,Medium
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,9,January,Sunday,1,1,Spring,Clear,Medium
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,9,January,Sunday,1,1,Spring,Clear,Medium
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,9,January,Sunday,1,1,Spring,Clear,Medium
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,9,January,Sunday,1,0,Spring,Clear,Low
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,9,January,Sunday,1,0,Spring,Clear,Low
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,9,January,Sunday,1,0,Spring,Clear,Low
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,9,January,Sunday,1,0,Spring,Clear,Low
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,10,January,Monday,0,0,Spring,Clear,Low
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,10,January,Monday,0,0,Spring,Clear,Low
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,10,January,Monday,0,0,Spring,Clear,Low
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,10,January,Monday,0,0,Spring,Clear,Low
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,10,January,Monday,0,0,Spring,Clear,Low
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,10,January,Monday,0,0,Spring,Clear,Low
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,10,January,Monday,0,0,Spring,Clear,Low
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,10,January,Monday,0,1,Spring,Clear,Medium
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,10,January,Monday,0,1,Spring,Mist,High
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,10,January,Monday,0,1,Spring,Mist,Medium
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,10,January,Monday,0,0,Spring,Mist,Low
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,10,January,Monday,0,0,Spring,Mist,Low
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,10,January,Monday,0,0,Spring,Mist,Medium
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,10,January,Monday,0,0,Spring,Mist,Medium
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,10,January,Monday,0,0,Spring,Mist,Medium
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,10,January,Monday,0,0,Spring,Mist,Medium
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,10,January,Monday,0,0,Spring,Clear,Medium
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,10,January,Monday,0,1,Spring,Clear,High
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,10,January,Monday,0,1,Spring,Clear,High
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,10,January,Monday,0,1,Spring,Clear,Medium
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,10,January,Monday,0,0,Spring,Clear,Medium
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,10,January,Monday,0,0,Spring,Clear,Low
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,10,January,Monday,0,0,Spring,Clear,Low
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,10,January,Monday,0,0,Spring,Clear,Low
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,11,January,Tuesday,0,0,Spring,Clear,Low
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,11,January,Tuesday,0,0,Spring,Clear,Low
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,11,January,Tuesday,0,0,Spring,Mist,Low
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,11,January,Tuesday,0,0,Spring,Mist,Low
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,11,January,Tuesday,0,0,Spring,Mist,Low
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,11,January,Tuesday,0,1,Spring,Mist,Medium
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,11,January,Tuesday,0,1,Spring,Mist,High
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,11,January,Tuesday,0,1,Spring,Mist,Medium
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,11,January,Tuesday,0,0,Spring,Mist,Medium
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,11,January,Tuesday,0,0,Spring,Mist,Low
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,11,January,Tuesday,0,0,Spring,Mist,Medium
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,11,January,Tuesday,0,0,Spring,Mist,Medium
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,11,January,Tuesday,0,0,Spring,Mist,Medium
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,11,January,Tuesday,0,0,Spring,Mist,Medium
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,11,January,Tuesday,0,0,Spring,Mist,Medium
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,11,January,Tuesday,0,1,Spring,Mist,Medium
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,11,January,Tuesday,0,1,Spring,Light_Rain,Medium
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,11,January,Tuesday,0,1,Spring,Light_Rain,Medium
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,11,January,Tuesday,0,0,Spring,Light_Rain,Low
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,11,January,Tuesday,0,0,Spring,Light_Rain,Low
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,11,January,Tuesday,0,0,Spring,Light_Rain,Low
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,11,January,Tuesday,0,0,Spring,Light_Rain,Low
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,12,January,Wednesday,0,0,Spring,Mist,Low
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,12,January,Wednesday,0,0,Spring,Mist,Low
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,12,January,Wednesday,0,0,Spring,Clear,Low
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,12,January,Wednesday,0,0,Spring,Clear,Low
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,12,January,Wednesday,0,0,Spring,Clear,Low
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,12,January,Wednesday,0,1,Spring,Clear,Medium
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,12,January,Wednesday,0,1,Spring,Clear,Medium
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,12,January,Wednesday,0,1,Spring,Clear,Medium
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,12,January,Wednesday,0,0,Spring,Clear,Low
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,12,January,Wednesday,0,0,Spring,Clear,Low
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,12,January,Wednesday,0,0,Spring,Clear,Medium
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,12,January,Wednesday,0,0,Spring,Clear,Medium
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,12,January,Wednesday,0,0,Spring,Clear,Medium
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,12,January,Wednesday,0,0,Spring,Clear,Medium
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,12,January,Wednesday,0,0,Spring,Clear,Medium
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,12,January,Wednesday,0,1,Spring,Clear,Medium
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,12,January,Wednesday,0,1,Spring,Clear,Medium
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,12,January,Wednesday,0,1,Spring,Clear,Medium
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,12,January,Wednesday,0,0,Spring,Clear,Medium
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,12,January,Wednesday,0,0,Spring,Clear,Medium
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,12,January,Wednesday,0,0,Spring,Clear,Low
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,12,January,Wednesday,0,0,Spring,Clear,Low
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,13,January,Thursday,0,0,Spring,Clear,Low
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,13,January,Thursday,0,0,Spring,Clear,Low
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,13,January,Thursday,0,0,Spring,Clear,Low
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,13,January,Thursday,0,0,Spring,Clear,Low
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,13,January,Thursday,0,0,Spring,Clear,Low
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,13,January,Thursday,0,0,Spring,Clear,Low
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,13,January,Thursday,0,0,Spring,Clear,Low
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,13,January,Thursday,0,1,Spring,Clear,Medium
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,13,January,Thursday,0,1,Spring,Clear,High
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,13,January,Thursday,0,1,Spring,Clear,Medium
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,13,January,Thursday,0,0,Spring,Mist,Low
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,13,January,Thursday,0,0,Spring,Mist,Low
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,13,January,Thursday,0,0,Spring,Clear,Medium
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,13,January,Thursday,0,0,Spring,Clear,Medium
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,13,January,Thursday,0,0,Spring,Clear,Medium
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,13,January,Thursday,0,0,Spring,Clear,Medium
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,13,January,Thursday,0,0,Spring,Clear,Medium
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,13,January,Thursday,0,1,Spring,Clear,High
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,13,January,Thursday,0,1,Spring,Clear,High
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,13,January,Thursday,0,1,Spring,Clear,Medium
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,13,January,Thursday,0,0,Spring,Clear,Medium
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,13,January,Thursday,0,0,Spring,Clear,Low
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,13,January,Thursday,0,0,Spring,Clear,Low
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,13,January,Thursday,0,0,Spring,Clear,Low
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,14,January,Friday,0,0,Spring,Clear,Low
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,14,January,Friday,0,0,Spring,Clear,Low
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,14,January,Friday,0,0,Spring,Clear,Low
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,14,January,Friday,0,0,Spring,Clear,Low
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,14,January,Friday,0,0,Spring,Clear,Low
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,14,January,Friday,0,0,Spring,Clear,Low
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,14,January,Friday,0,1,Spring,Clear,Medium
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,14,January,Friday,0,1,Spring,Clear,High
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,14,January,Friday,0,1,Spring,Clear,Medium
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,14,January,Friday,0,0,Spring,Clear,Medium
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,14,January,Friday,0,0,Spring,Clear,Medium
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,14,January,Friday,0,0,Spring,Clear,Medium
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,14,January,Friday,0,0,Spring,Clear,Medium
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,14,January,Friday,0,0,Spring,Clear,Medium
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,14,January,Friday,0,0,Spring,Clear,Medium
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,14,January,Friday,0,0,Spring,Clear,Medium
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,14,January,Friday,0,1,Spring,Clear,High
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,14,January,Friday,0,1,Spring,Clear,Medium
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,14,January,Friday,0,1,Spring,Clear,Medium
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,14,January,Friday,0,0,Spring,Clear,Medium
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,14,January,Friday,0,0,Spring,Clear,Medium
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,14,January,Friday,0,0,Spring,Mist,Low
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,14,January,Friday,0,0,Spring,Mist,Low
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,15,January,Saturday,1,0,Spring,Clear,Low
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,15,January,Saturday,1,0,Spring,Mist,Low
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,15,January,Saturday,1,0,Spring,Mist,Low
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,15,January,Saturday,1,0,Spring,Mist,Low
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,15,January,Saturday,1,0,Spring,Mist,Low
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,15,January,Saturday,1,0,Spring,Clear,Low
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,15,January,Saturday,1,0,Spring,Clear,Low
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,15,January,Saturday,1,1,Spring,Clear,Low
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,15,January,Saturday,1,1,Spring,Clear,Low
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,15,January,Saturday,1,1,Spring,Clear,Low
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,15,January,Saturday,1,0,Spring,Clear,Medium
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,15,January,Saturday,1,0,Spring,Clear,Medium
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,15,January,Saturday,1,0,Spring,Clear,Medium
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,15,January,Saturday,1,0,Spring,Clear,Medium
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,15,January,Saturday,1,0,Spring,Clear,Medium
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,15,January,Saturday,1,0,Spring,Mist,Medium
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,15,January,Saturday,1,0,Spring,Mist,Medium
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,15,January,Saturday,1,1,Spring,Mist,Medium
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,15,January,Saturday,1,1,Spring,Mist,Medium
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,15,January,Saturday,1,1,Spring,Mist,Medium
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,15,January,Saturday,1,0,Spring,Mist,Medium
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,15,January,Saturday,1,0,Spring,Mist,Medium
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,15,January,Saturday,1,0,Spring,Mist,Low
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,15,January,Saturday,1,0,Spring,Clear,Medium
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,16,January,Sunday,1,0,Spring,Clear,Low
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,16,January,Sunday,1,0,Spring,Clear,Low
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,16,January,Sunday,1,0,Spring,Clear,Low
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,16,January,Sunday,1,0,Spring,Clear,Low
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,16,January,Sunday,1,0,Spring,Clear,Low
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,16,January,Sunday,1,0,Spring,Mist,Low
355,2011-01-16,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,16,January,Sunday,1,0,Spring,Mist,Low
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,16,January,Sunday,1,1,Spring,Mist,Low
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,16,January,Sunday,1,1,Spring,Clear,Low
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,16,January,Sunday,1,1,Spring,Clear,Low
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,16,January,Sunday,1,0,Spring,Clear,Medium
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,16,January,Sunday,1,0,Spring,Clear,Medium
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,16,January,Sunday,1,0,Spring,Clear,Medium
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,16,January,Sunday,1,0,Spring,Clear,Medium
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,16,January,Sunday,1,0,Spring,Clear,Medium
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,16,January,Sunday,1,0,Spring,Clear,Medium
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,16,January,Sunday,1,0,Spring,Clear,Medium
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,16,January,Sunday,1,1,Spring,Clear,Medium
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,16,January,Sunday,1,1,Spring,Clear,Medium
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,16,January,Sunday,1,1,Spring,Clear,Medium
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,16,January,Sunday,1,0,Spring,Clear,Medium
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,16,January,Sunday,1,0,Spring,Clear,Low
371,2011-01-16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,16,January,Sunday,1,0,Spring,Mist,Low
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,16,January,Sunday,1,0,Spring,Mist,Low
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,17,January,Monday,0,0,Spring,Mist,Low
374,2011-01-17,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,17,January,Monday,0,0,Spring,Mist,Low
375,2011-01-17,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,17,January,Monday,0,0,Spring,Mist,Low
376,2011-01-17,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,17,January,Monday,0,0,Spring,Mist,Low
377,2011-01-17,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,17,January,Monday,0,0,Spring,Mist,Low
378,2011-01-17,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,17,January,Monday,0,0,Spring,Mist,Low
