instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month_name,day_name,is_weekend,is_peak_hour,season_label,weather_label,demand_category,year,quarter,week_of_year,day_of_year,hour_group,business_hours,late_night,rush_hour,is_summer,is_winter,is_fall,is_spring,weather_severity,hr_sin,hr_cos,mnth_sin,mnth_cos
98,2011-05-01,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,0,33,33,1,May,Sunday,0,0,Spring,Clear,Low,2011,2,17,121,Night,0,0,0,0,0,0,1,Good,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
99,2011-05-01,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,1,87,88,1,May,Sunday,0,1,Spring,Clear,Medium,2011,2,17,121,Morning,0,0,1,0,0,0,1,Good,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
100,2011-05-01,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,3,192,195,1,May,Sunday,0,1,Spring,Clear,High,2011,2,17,121,Morning,0,0,1,0,0,0,1,Good,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
101,2011-05-01,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,6,109,115,1,May,Sunday,0,1,Spring,Clear,Medium,2011,2,17,121,Morning,1,0,1,0,0,0,1,Good,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
102,2011-05-01,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,4,53,57,1,May,Sunday,0,0,Spring,Clear,Medium,2011,2,17,121,Morning,1,0,0,0,0,0,1,Good,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
103,2011-05-01,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,12,34,46,1,May,Sunday,0,0,Spring,Clear,Medium,2011,2,17,121,Morning,1,0,0,0,0,0,1,Good,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
104,2011-05-01,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,5,74,79,1,May,Sunday,0,0,Spring,Clear,Medium,2011,2,17,121,Morning,1,0,0,0,0,0,1,Good,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
105,2011-05-01,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,6,65,71,1,May,Sunday,0,0,Spring,Clear,Medium,2011,2,17,121,Afternoon,1,0,0,0,0,0,1,Good,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
106,2011-05-01,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,10,52,62,1,May,Sunday,0,0,Spring,Clear,Medium,2011,2,17,121,Afternoon,1,0,0,0,0,0,1,Good,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
107,2011-05-01,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,7,55,62,1,May,Sunday,0,0,Spring,Clear,Medium,2011,2,17,121,Afternoon,1,0,0,0,0,0,1,Good,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
108,2011-05-01,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,4,85,89,1,May,Sunday,0,0,Spring,Clear,Medium,2011,2,17,121,Afternoon,1,0,0,0,0,0,1,Good,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387
109,2011-05-01,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,4,186,190,1,May,Sunday,0,1,Spring,Clear,High,2011,2,17,121,Afternoon,1,0,1,0,0,0,1,Good,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
110,2011-05-01,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,3,166,169,1,May,Sunday,0,1,Spring,Clear,High,2011,2,17,121,Afternoon,1,0,1,0,0,0,1,Good,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
111,2011-05-01,1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,5,127,132,1,May,Sunday,0,1,Spring,Clear,Medium,2011,2,17,121,Evening,0,0,1,0,0,0,1,Good,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
112,2011-05-01,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,7,82,89,1,May,Sunday,0,0,Spring,Clear,Medium,2011,2,17,121,Evening,0,0,0,0,0,0,1,Good,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
113,2011-05-01,1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,3,40,43,1,May,Sunday,0,0,Spring,Clear,Medium,2011,2,17,121,Evening,0,0,0,0,0,0,1,Good,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
114,2011-05-01,1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,1,41,42,1,May,Sunday,0,0,Spring,Clear,Medium,2011,2,17,121,Evening,0,1,0,0,0,0,1,Good,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
115,2011-05-01,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0.0,1,18,19,1,May,Sunday,0,0,Spring,Clear,Low,2011,2,17,121,Evening,0,1,0,0,0,0,1,Good,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387
116,2011-06-01,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,0,11,11,1,June,Wednesday,0,0,Spring,Clear,Low,2011,2,22,152,Night,0,1,0,0,0,0,1,Good,0.0,1.0,0.49999999999999994,0.8660254037844387
117,2011-06-01,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,0,4,4,1,June,Wednesday,0,0,Spring,Clear,Low,2011,2,22,152,Night,0,1,0,0,0,0,1,Good,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
118,2011-06-01,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,0,2,2,1,June,Wednesday,0,0,Spring,Clear,Low,2011,2,22,152,Night,0,1,0,0,0,0,1,Good,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
119,2011-06-01,1,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,0,1,1,1,June,Wednesday,0,0,Spring,Mist,Low,2011,2,22,152,Night,0,1,0,0,0,0,1,Moderate,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
120,2011-06-01,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,0,4,4,1,June,Wednesday,0,0,Spring,Mist,Low,2011,2,22,152,Night,0,1,0,0,0,0,1,Moderate,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
121,2011-06-01,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,0,36,36,1,June,Wednesday,0,0,Spring,Mist,Low,2011,2,22,152,Night,0,0,0,0,0,0,1,Moderate,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
122,2011-06-01,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,0,95,95,1,June,Wednesday,0,1,Spring,Mist,Medium,2011,2,22,152,Morning,0,0,1,0,0,0,1,Moderate,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
123,2011-06-01,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,3,216,219,1,June,Wednesday,0,1,Spring,Clear,High,2011,2,22,152,Morning,0,0,1,0,0,0,1,Good,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
124,2011-06-01,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,6,116,122,1,June,Wednesday,0,1,Spring,Mist,Medium,2011,2,22,152,Morning,1,0,1,0,0,0,1,Moderate,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
125,2011-06-01,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,3,42,45,1,June,Wednesday,0,0,Spring,Clear,Medium,2011,2,22,152,Morning,1,0,0,0,0,0,1,Good,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
126,2011-06-01,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,2,57,59,1,June,Wednesday,0,0,Spring,Clear,Medium,2011,2,22,152,Morning,1,0,0,0,0,0,1,Good,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
127,2011-06-01,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,6,78,84,1,June,Wednesday,0,0,Spring,Clear,Medium,2011,2,22,152,Morning,1,0,0,0,0,0,1,Good,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
128,2011-06-01,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67,1,June,Wednesday,0,0,Spring,Clear,Medium,2011,2,22,152,Afternoon,1,0,0,0,0,0,1,Good,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
129,2011-06-01,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70,1,June,Wednesday,0,0,Spring,Clear,Medium,2011,2,22,152,Afternoon,1,0,0,0,0,0,1,Good,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
130,2011-06-01,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,8,54,62,1,June,Wednesday,0,0,Spring,Clear,Medium,2011,2,22,152,Afternoon,1,0,0,0,0,0,1,Good,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
131,2011-06-01,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86,1,June,Wednesday,0,0,Spring,Clear,Medium,2011,2,22,152,Afternoon,1,0,0,0,0,0,1,Good,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387
132,2011-06-01,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172,1,June,Wednesday,0,1,Spring,Clear,High,2011,2,22,152,Afternoon,1,0,1,0,0,0,1,Good,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
133,2011-06-01,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163,1,June,Wednesday,0,1,Spring,Clear,High,2011,2,22,152,Afternoon,1,0,1,0,0,0,1,Good,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
134,2011-06-01,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112,1,June,Wednesday,0,1,Spring,Clear,Medium,2011,2,22,152,Evening,0,0,1,0,0,0,1,Good,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
135,2011-06-01,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69,1,June,Wednesday,0,0,Spring,Clear,Medium,2011,2,22,152,Evening,0,0,0,0,0,0,1,Good,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
136,2011-06-01,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48,1,June,Wednesday,0,0,Spring,Mist,Medium,2011,2,22,152,Evening,0,0,0,0,0,0,1,Moderate,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
137,2011-06-01,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52,1,June,Wednesday,0,0,Spring,Mist,Medium,2011,2,22,152,Evening,0,1,0,0,0,0,1,Moderate,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
138,2011-06-01,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,4,19,23,1,June,Wednesday,0,0,Spring,Mist,Low,2011,2,22,152,Evening,0,1,0,0,0,0,1,Moderate,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387
139,2011-07-01,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,4,13,17,1,July,Friday,0,0,Spring,Mist,Low,2011,3,26,182,Night,0,1,0,0,0,0,1,Moderate,0.0,1.0,0.49999999999999994,0.8660254037844387
140,2011-07-01,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,7,1,July,Friday,0,0,Spring,Mist,Low,2011,3,26,182,Night,0,1,0,0,0,0,1,Moderate,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
141,2011-07-01,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,0,1,1,1,July,Friday,0,0,Spring,Mist,Low,2011,3,26,182,Night,0,1,0,0,0,0,1,Moderate,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
142,2011-07-01,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1,1,July,Friday,0,0,Spring,Mist,Low,2011,3,26,182,Night,0,1,0,0,0,0,1,Moderate,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
143,2011-07-01,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,0,5,5,1,July,Friday,0,0,Spring,Light_Rain,Low,2011,3,26,182,Night,0,1,0,0,0,0,1,Poor,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
144,2011-07-01,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,8,26,34,1,July,Friday,0,0,Spring,Mist,Low,2011,3,26,182,Night,0,0,0,0,0,0,1,Moderate,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
145,2011-07-01,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84,1,July,Friday,0,1,Spring,Clear,Medium,2011,3,26,182,Morning,0,0,1,0,0,0,1,Good,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
146,2011-07-01,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,20,190,210,1,July,Friday,0,1,Spring,Clear,High,2011,3,26,182,Morning,0,0,1,0,0,0,1,Good,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
147,2011-07-01,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134,1,July,Friday,0,1,Spring,Clear,Medium,2011,3,26,182,Morning,1,0,1,0,0,0,1,Good,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
148,2011-07-01,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,63,1,July,Friday,0,0,Spring,Clear,Medium,2011,3,26,182,Morning,1,0,0,0,0,0,1,Good,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
149,2011-07-01,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,19,48,67,1,July,Friday,0,0,Spring,Mist,Medium,2011,3,26,182,Morning,1,0,0,0,0,0,1,Moderate,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
150,2011-07-01,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,9,50,59,1,July,Friday,0,0,Spring,Mist,Medium,2011,3,26,182,Morning,1,0,0,0,0,0,1,Moderate,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
151,2011-07-01,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73,1,July,Friday,0,0,Spring,Mist,Medium,2011,3,26,182,Afternoon,1,0,0,0,0,0,1,Moderate,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
152,2011-07-01,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,7,43,50,1,July,Friday,0,0,Spring,Mist,Medium,2011,3,26,182,Afternoon,1,0,0,0,0,0,1,Moderate,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
153,2011-07-01,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72,1,July,Friday,0,0,Spring,Mist,Medium,2011,3,26,182,Afternoon,1,0,0,0,0,0,1,Moderate,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
154,2011-07-01,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87,1,July,Friday,0,0,Spring,Mist,Medium,2011,3,26,182,Afternoon,1,0,0,0,0,0,1,Moderate,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387
155,2011-07-01,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,9,178,187,1,July,Friday,0,1,Spring,Mist,High,2011,3,26,182,Afternoon,1,0,1,0,0,0,1,Moderate,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
156,2011-07-01,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123,1,July,Friday,0,1,Spring,Clear,Medium,2011,3,26,182,Afternoon,1,0,1,0,0,0,1,Good,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
157,2011-07-01,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,95,1,July,Friday,0,1,Spring,Clear,Medium,2011,3,26,182,Evening,0,0,1,0,0,0,1,Good,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
158,2011-07-01,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51,1,July,Friday,0,0,Spring,Clear,Medium,2011,3,26,182,Evening,0,0,0,0,0,0,1,Good,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
159,2011-07-01,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,0,39,39,1,July,Friday,0,0,Spring,Clear,Low,2011,3,26,182,Evening,0,0,0,0,0,0,1,Good,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
160,2011-07-01,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36,1,July,Friday,0,0,Spring,Mist,Low,2011,3,26,182,Evening,0,1,0,0,0,0,1,Moderate,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
161,2011-07-01,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,1,July,Friday,0,0,Spring,Mist,Low,2011,3,26,182,Evening,0,1,0,0,0,0,1,Moderate,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387
162,2011-08-01,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,1,August,Monday,1,0,Spring,Mist,Low,2011,3,31,213,Night,0,1,0,0,0,0,1,Moderate,0.0,1.0,0.49999999999999994,0.8660254037844387
163,2011-08-01,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,1,August,Monday,1,0,Spring,Mist,Low,2011,3,31,213,Night,0,1,0,0,0,0,1,Moderate,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
164,2011-08-01,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,1,August,Monday,1,0,Spring,Mist,Low,2011,3,31,213,Night,0,1,0,0,0,0,1,Moderate,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
165,2011-08-01,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,1,August,Monday,1,0,Spring,Light_Rain,Low,2011,3,31,213,Night,0,1,0,0,0,0,1,Poor,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387
166,2011-08-01,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,1,August,Monday,1,0,Spring,Light_Rain,Low,2011,3,31,213,Night,0,1,0,0,0,0,1,Poor,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
167,2011-08-01,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,1,August,Monday,1,0,Spring,Mist,Low,2011,3,31,213,Night,0,1,0,0,0,0,1,Moderate,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
168,2011-08-01,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,1,August,Monday,1,0,Spring,Mist,Low,2011,3,31,213,Night,0,0,0,0,0,0,1,Moderate,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
169,2011-08-01,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,1,August,Monday,1,1,Spring,Mist,Low,2011,3,31,213,Morning,0,0,1,0,0,0,1,Moderate,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
170,2011-08-01,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,1,August,Monday,1,1,Spring,Light_Rain,Low,2011,3,31,213,Morning,0,0,1,0,0,0,1,Poor,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
171,2011-08-01,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,1,August,Monday,1,1,Spring,Light_Rain,Low,2011,3,31,213,Morning,1,0,1,0,0,0,1,Poor,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
172,2011-08-01,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,1,August,Monday,1,0,Spring,Mist,Medium,2011,3,31,213,Morning,1,0,0,0,0,0,1,Moderate,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
173,2011-08-01,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,1,August,Monday,1,0,Spring,Mist,Medium,2011,3,31,213,Morning,1,0,0,0,0,0,1,Moderate,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
174,2011-08-01,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,1,August,Monday,1,0,Spring,Mist,Medium,2011,3,31,213,Morning,1,0,0,0,0,0,1,Moderate,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
175,2011-08-01,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,1,August,Monday,1,0,Spring,Clear,Medium,2011,3,31,213,Afternoon,1,0,0,0,0,0,1,Good,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
176,2011-08-01,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,1,August,Monday,1,0,Spring,Clear,Medium,2011,3,31,213,Afternoon,1,0,0,0,0,0,1,Good,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
177,2011-08-01,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,1,August,Monday,1,0,Spring,Clear,Medium,2011,3,31,213,Afternoon,1,0,0,0,0,0,1,Good,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
178,2011-08-01,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,1,August,Monday,1,0,Spring,Clear,Medium,2011,3,31,213,Afternoon,1,0,0,0,0,0,1,Good,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387
179,2011-08-01,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,1,August,Monday,1,1,Spring,Clear,Medium,2011,3,31,213,Afternoon,1,0,1,0,0,0,1,Good,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
180,2011-08-01,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,1,August,Monday,1,1,Spring,Clear,Medium,2011,3,31,213,Afternoon,1,0,1,0,0,0,1,Good,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
181,2011-08-01,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,1,August,Monday,1,1,Spring,Clear,Low,2011,3,31,213,Evening,0,0,1,0,0,0,1,Good,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
182,2011-08-01,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,1,August,Monday,1,0,Spring,Clear,Low,2011,3,31,213,Evening,0,0,0,0,0,0,1,Good,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
183,2011-08-01,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,1,August,Monday,1,0,Spring,Clear,Low,2011,3,31,213,Evening,0,0,0,0,0,0,1,Good,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
184,2011-08-01,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,1,August,Monday,1,0,Spring,Clear,Low,2011,3,31,213,Evening,0,1,0,0,0,0,1,Good,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
185,2011-08-01,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,1,August,Monday,1,0,Spring,Clear,Low,2011,3,31,213,Evening,0,1,0,0,0,0,1,Good,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387
186,2011-09-01,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,1,September,Thursday,1,0,Spring,Clear,Low,2011,3,35,244,Night,0,1,0,0,0,0,1,Good,0.0,1.0,0.49999999999999994,0.8660254037844387
187,2011-09-01,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,1,September,Thursday,1,0,Spring,Clear,Low,2011,3,35,244,Night,0,1,0,0,0,0,1,Good,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
188,2011-09-01,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,1,September,Thursday,1,0,Spring,Clear,Low,2011,3,35,244,Night,0,1,0,0,0,0,1,Good,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
189,2011-09-01,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,1,September,Thursday,1,0,Spring,Clear,Low,2011,3,35,244,Night,0,1,0,0,0,0,1,Good,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387
190,2011-09-01,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,1,September,Thursday,1,0,Spring,Clear,Low,2011,3,35,244,Night,0,1,0,0,0,0,1,Good,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
191,2011-09-01,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,1,September,Thursday,1,0,Spring,Clear,Low,2011,3,35,244,Night,0,1,0,0,0,0,1,Good,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
192,2011-09-01,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,1,September,Thursday,1,0,Spring,Clear,Low,2011,3,35,244,Night,0,0,0,0,0,0,1,Good,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
193,2011-09-01,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,1,September,Thursday,1,1,Spring,Clear,Low,2011,3,35,244,Morning,0,0,1,0,0,0,1,Good,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
194,2011-09-01,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,1,September,Thursday,1,1,Spring,Clear,Low,2011,3,35,244,Morning,0,0,1,0,0,0,1,Good,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
195,2011-09-01,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,1,September,Thursday,1,1,Spring,Clear,Low,2011,3,35,244,Morning,1,0,1,0,0,0,1,Good,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
