instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,timestamp,hour_sin,hour_cos,month_sin,month_cos
142,2011-01-07,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1,2011-01-07 04:00:00,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
143,2011-01-07,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,0,5,5,2011-01-07 05:00:00,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
144,2011-01-07,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,8,26,34,2011-01-07 06:00:00,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
145,2011-01-07,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84,2011-01-07 07:00:00,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
146,2011-01-07,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,20,190,210,2011-01-07 08:00:00,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
147,2011-01-07,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134,2011-01-07 09:00:00,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
148,2011-01-07,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,63,2011-01-07 10:00:00,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
149,2011-01-07,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,19,48,67,2011-01-07 11:00:00,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
150,2011-01-07,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,9,50,59,2011-01-07 12:00:00,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
151,2011-01-07,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73,2011-01-07 13:00:00,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
152,2011-01-07,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,7,43,50,2011-01-07 14:00:00,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
153,2011-01-07,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72,2011-01-07 15:00:00,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
154,2011-01-07,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87,2011-01-07 16:00:00,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387
155,2011-01-07,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,9,178,187,2011-01-07 17:00:00,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
156,2011-01-07,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123,2011-01-07 18:00:00,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
157,2011-01-07,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,95,2011-01-07 19:00:00,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
158,2011-01-07,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51,2011-01-07 20:00:00,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
159,2011-01-07,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,0,39,39,2011-01-07 21:00:00,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
160,2011-01-07,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36,2011-01-07 22:00:00,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
161,2011-01-07,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,2011-01-07 23:00:00,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387
162,2011-01-08,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,2011-01-08 00:00:00,0.0,1.0,0.49999999999999994,0.8660254037844387
163,2011-01-08,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,2011-01-08 01:00:00,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
164,2011-01-08,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,2011-01-08 02:00:00,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
165,2011-01-08,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,2011-01-08 03:00:00,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387
166,2011-01-08,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,2011-01-08 04:00:00,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
167,2011-01-08,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,2011-01-08 05:00:00,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,2011-01-08 06:00:00,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,2011-01-08 07:00:00,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,2011-01-08 08:00:00,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
171,2011-01-08,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,2011-01-08 09:00:00,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,2011-01-08 10:00:00,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
173,2011-01-08,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,2011-01-08 11:00:00,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
174,2011-01-08,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,2011-01-08 12:00:00,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,2011-01-08 13:00:00,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,2011-01-08 14:00:00,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,2011-01-08 15:00:00,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,2011-01-08 16:00:00,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,2011-01-08 17:00:00,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,2011-01-08 18:00:00,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,2011-01-08 19:00:00,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,2011-01-08 20:00:00,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,2011-01-08 21:00:00,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,2011-01-08 22:00:00,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,2011-01-08 23:00:00,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,2011-01-09 00:00:00,0.0,1.0,0.49999999999999994,0.8660254037844387
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,2011-01-09 01:00:00,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,2011-01-09 02:00:00,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,2011-01-09 03:00:00,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,2011-01-09 04:00:00,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,2011-01-09 05:00:00,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,2011-01-09 06:00:00,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,2011-01-09 07:00:00,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,2011-01-09 08:00:00,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,2011-01-09 09:00:00,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,2011-01-09 10:00:00,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,2011-01-09 11:00:00,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,2011-01-09 12:00:00,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,2011-01-09 13:00:00,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,2011-01-09 14:00:00,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,2011-01-09 15:00:00,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,2011-01-09 16:00:00,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,2011-01-09 17:00:00,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,2011-01-09 18:00:00,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,2011-01-09 19:00:00,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,2011-01-09 20:00:00,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,2011-01-09 21:00:00,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,2011-01-09 22:00:00,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,2011-01-09 23:00:00,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,2011-01-10 00:00:00,0.0,1.0,0.49999999999999994,0.8660254037844387
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,2011-01-10 01:00:00,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,2011-01-10 02:00:00,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,2011-01-10 03:00:00,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,2011-01-10 04:00:00,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,2011-01-10 05:00:00,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,2011-01-10 06:00:00,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,2011-01-10 07:00:00,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,2011-01-10 08:00:00,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,2011-01-10 09:00:00,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,2011-01-10 10:00:00,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,2011-01-10 11:00:00,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,2011-01-10 12:00:00,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,2011-01-10 13:00:00,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,2011-01-10 14:00:00,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,2011-01-10 15:00:00,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,2011-01-10 16:00:00,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,2011-01-10 17:00:00,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,2011-01-10 18:00:00,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,2011-01-10 19:00:00,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,2011-01-10 20:00:00,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,2011-01-10 21:00:00,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,2011-01-10 22:00:00,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,2011-01-10 23:00:00,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,2011-01-11 00:00:00,0.0,1.0,0.49999999999999994,0.8660254037844387
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,2011-01-11 01:00:00,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,2011-01-11 02:00:00,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,2011-01-11 05:00:00,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,2011-01-11 06:00:00,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,2011-01-11 07:00:00,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,2011-01-11 08:00:00,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,2011-01-11 09:00:00,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,2011-01-11 10:00:00,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,2011-01-11 11:00:00,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,2011-01-11 12:00:00,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,2011-01-11 13:00:00,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,2011-01-11 14:00:00,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,2011-01-11 15:00:00,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,2011-01-11 16:00:00,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,2011-01-11 17:00:00,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,2011-01-11 18:00:00,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,2011-01-11 19:00:00,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,2011-01-11 20:00:00,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,2011-01-11 21:00:00,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,2011-01-11 22:00:00,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,2011-01-11 23:00:00,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,2011-01-12 00:00:00,0.0,1.0,0.49999999999999994,0.8660254037844387
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,2011-01-12 01:00:00,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,2011-01-12 02:00:00,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,2011-01-12 05:00:00,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,2011-01-12 06:00:00,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,2011-01-12 07:00:00,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,2011-01-12 08:00:00,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,2011-01-12 09:00:00,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,2011-01-12 10:00:00,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,2011-01-12 11:00:00,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,2011-01-12 12:00:00,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,2011-01-12 13:00:00,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,2011-01-12 14:00:00,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,2011-01-12 15:00:00,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,2011-01-12 16:00:00,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,2011-01-12 17:00:00,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,2011-01-12 18:00:00,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,2011-01-12 19:00:00,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,2011-01-12 20:00:00,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,2011-01-12 21:00:00,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,2011-01-12 22:00:00,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,2011-01-12 23:00:00,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,2011-01-13 00:00:00,0.0,1.0,0.49999999999999994,0.8660254037844387
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,2011-01-13 01:00:00,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,2011-01-13 02:00:00,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,2011-01-13 03:00:00,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,2011-01-13 04:00:00,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,2011-01-13 05:00:00,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
